ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,7166954,1114287,679946,474160,66761748,0,0,0,0,0
Valysar,CentralSouth,58819095,12351421,9741637,6793331,956501056,0,0,0,0,0
Valysar,CentralNorth,37632601,6474200,4691997,3271965,460692652,0,0,0,0,0
Valysar,NorthHorst,3164403,258172,45004,27644,5415379,24688101,3059865,2035851,473453740,72438
Valysar,CentralRamp,13756138,2373805,1779325,1240813,174706434,0,0,0,0,0
Valysar,CentralHorst,86809938,14986485,11506660,8024170,1129803224,0,0,0,0,0
Valysar,EastLowland,22738284,2868471,1762206,1228874,173025529,0,0,0,0,0
Therys,WestLowland,4206128,690834,338602,236124,33246298,0,0,0,0,0
Therys,CentralSouth,10516344,2551151,1709532,1192142,167853630,0,0,0,0,0
Therys,CentralNorth,21491527,3859996,2156235,1503651,211714033,0,0,0,0,0
Therys,NorthHorst,4849194,755503,288207,177031,34680451,19286743,3145092,1978068,460015831,70382
Therys,CentralRamp,6740093,1513396,1178228,821637,115686522,0,0,0,0,0
Therys,CentralHorst,30402281,7675934,5946229,4146603,583841714,0,0,0,0,0
Therys,EastLowland,3350507,1026289,739300,515551,72589587,0,0,0,0,0
Volon,WestLowland,853695,147267,86065,60018,8450479,0,0,0,0,0
Volon,CentralSouth,26022198,4572576,2887363,2013503,283501187,0,0,0,0,0
Volon,CentralNorth,7004087,992462,492996,343790,48405699,0,0,0,0,0
Volon,NorthHorst,2204158,385648,246805,151600,29698428,5671525,1039213,832473,193598357,29621
Volon,CentralRamp,13195976,2427675,1842376,1284781,180897221,0,0,0,0,0
Volon,CentralHorst,82592065,14400162,11187118,7801338,1098428384,0,0,0,0,0
Volon,EastLowland,2725796,384275,169009,117858,16594456,0,0,0,0,0
