ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,8327077,1216974,643977,449078,63230119,0,0,0,0,0
Valysar,CentralSouth,67500305,11987840,8914653,6216634,875302132,0,0,0,0,0
Valysar,CentralNorth,38498910,6819890,5070792,3536118,497885358,0,0,0,0,0
Valysar,NorthHorst,4579852,604747,289981,178121,34893917,23832223,3162609,2074920,482539565,73829
Valysar,CentralRamp,13453022,2011739,1423985,993016,139816647,0,0,0,0,0
Valysar,CentralHorst,86796244,13598112,10196603,7110602,1001172813,0,0,0,0,0
Valysar,EastLowland,531309,99495,53490,37301,5252020,0,0,0,0,0
Therys,WestLowland,2562864,449110,223026,155527,21898193,0,0,0,0,0
Therys,CentralSouth,15728361,3645468,2326183,1622164,228400691,0,0,0,0,0
Therys,CentralNorth,21347080,4017850,2397270,1671736,235380504,0,0,0,0,0
Therys,NorthHorst,5840015,798464,304252,186887,36611217,16940808,2843999,1813410,421723327,64524
Therys,CentralRamp,6547228,1498209,1168504,814856,114731788,0,0,0,0,0
Therys,CentralHorst,31362032,7542506,5860090,4086534,575384029,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,370035,59544,35045,24439,3440988,0,0,0,0,0
Volon,CentralSouth,33440881,6222374,4695168,3274176,461003955,0,0,0,0,0
Volon,CentralNorth,7882690,1070403,562550,392294,55235010,0,0,0,0,0
Volon,NorthHorst,3875327,712464,548946,337191,66055653,3793613,699594,590443,137312307,21009
Volon,CentralRamp,12438706,2071472,1498168,1044748,147100497,0,0,0,0,0
Volon,CentralHorst,84250685,14685483,11397981,7948383,1119132345,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
