ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,4838243,730603,397128,276937,38992716,0,0,0,0,0
Valysar,CentralSouth,56944188,10456791,8096377,5646009,794958076,0,0,0,0,0
Valysar,CentralNorth,51495773,8361641,6007140,4189080,589822459,0,0,0,0,0
Valysar,NorthHorst,3474510,462553,230072,141322,27684926,28580756,3377251,1991280,463088448,70853
Valysar,CentralRamp,13964555,2320123,1687218,1176581,165662676,0,0,0,0,0
Valysar,CentralHorst,88282465,14330894,10878012,7585782,1068078195,0,0,0,0,0
Valysar,EastLowland,82533,15587,7729,5390,758935,0,0,0,0,0
Therys,WestLowland,2162013,357035,160070,111625,15716800,0,0,0,0,0
Therys,CentralSouth,6551363,1692736,1078296,751950,105874495,0,0,0,0,0
Therys,CentralNorth,27089472,5251213,3144797,2193024,308777809,0,0,0,0,0
Therys,NorthHorst,5017248,745062,315037,193512,37908968,20669759,3335293,2178711,506676914,77522
Therys,CentralRamp,6253461,1442461,1094655,763357,107480728,0,0,0,0,0
Therys,CentralHorst,29163034,7550490,5845618,4076442,573963038,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,371506,63473,40932,28544,4019018,0,0,0,0,0
Volon,CentralSouth,27944003,4742757,3186203,2221899,312843341,0,0,0,0,0
Volon,CentralNorth,11201087,1615474,943622,658035,92651315,0,0,0,0,0
Volon,NorthHorst,2197752,412801,295366,181429,35541902,7188014,1274750,995617,231538845,35425
Volon,CentralRamp,11737819,2103963,1625405,1133476,159593487,0,0,0,0,0
Volon,CentralHorst,81797209,13997788,10573723,7373587,1038201038,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
