ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,25150293,4157973,2336867,1629614,229449694,0,0,0,0,0
Valysar,CentralSouth,61617180,11867742,8807539,6141938,864784920,0,0,0,0,0
Valysar,CentralNorth,29039398,5138275,3730357,2601365,366272208,0,0,0,0,0
Valysar,NorthHorst,3166183,497331,273970,168286,32967252,24963944,2736723,1756639,408520649,62504
Valysar,CentralRamp,13514976,2205178,1517085,1057939,148957817,0,0,0,0,0
Valysar,CentralHorst,84335916,14588119,11071036,7720388,1087030684,0,0,0,0,0
Valysar,EastLowland,5384800,745489,260172,181431,25545470,0,0,0,0,0
Therys,WestLowland,12060587,3214212,2103859,1467127,206571422,0,0,0,0,0
Therys,CentralSouth,10270239,2515839,1622311,1131319,159289708,0,0,0,0,0
Therys,CentralNorth,16248620,3038261,1657305,1155722,162725628,0,0,0,0,0
Therys,NorthHorst,5172692,722641,286436,175943,34467310,18365494,2899721,1825707,424582930,64961
Therys,CentralRamp,6662354,1651696,1249997,871686,122733348,0,0,0,0,0
Therys,CentralHorst,29025243,7217587,5544863,3866710,544432838,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,719609,108478,51002,35566,5007754,0,0,0,0,0
Volon,CentralSouth,23284377,4095627,2784593,1941836,273410566,0,0,0,0,0
Volon,CentralNorth,4968041,720142,365476,254864,35884907,0,0,0,0,0
Volon,NorthHorst,2358114,431764,283220,173968,34080347,5368189,967693,793469,184527558,28233
Volon,CentralRamp,12875800,2021095,1307177,911560,128347688,0,0,0,0,0
Volon,CentralHorst,77067932,13370753,10013131,6982658,983158265,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
