ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,2769914,527399,351514,245128,34514028,0,0,0,0,0
Valysar,CentralSouth,50901666,9184616,6793049,4737133,666988390,0,0,0,0,0
Valysar,CentralNorth,27424151,4240526,2659623,1854688,261140115,0,0,0,0,0
Valysar,NorthHorst,6915400,747995,403425,247804,48544820,24010850,3071946,2181861,507409477,77634
Valysar,CentralRamp,13514353,2084253,1482094,1033539,145522229,0,0,0,0,0
Valysar,CentralHorst,77567846,12234203,8610760,6004714,845463738,0,0,0,0,0
Valysar,EastLowland,9433,2481,998,696,98037,0,0,0,0,0
Therys,WestLowland,718870,157512,80216,55939,7876163,0,0,0,0,0
Therys,CentralSouth,5114614,1339570,961612,670580,94417714,0,0,0,0,0
Therys,CentralNorth,15909947,3268099,1897670,1323340,186326342,0,0,0,0,0
Therys,NorthHorst,13925596,1867713,790433,485524,95114185,12114074,2229069,1502039,349311311,53445
Therys,CentralRamp,6899213,1457330,1074392,749228,105491262,0,0,0,0,0
Therys,CentralHorst,24743304,6413014,5080306,3542752,498819450,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,2399,409,0,0,0,0,0,0,0,0
Volon,CentralSouth,20081542,3356297,2290570,1597329,224903969,0,0,0,0,0
Volon,CentralNorth,4106266,602143,356296,248463,34983565,0,0,0,0,0
Volon,NorthHorst,7004284,1253940,952722,585210,114642666,1098401,202953,180887,42066830,6436
Volon,CentralRamp,12317697,2155124,1605293,1119451,157618710,0,0,0,0,0
Volon,CentralHorst,71411425,13298701,10670199,7440864,1047673678,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
