ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,4136354,588117,304910,212629,29938190
Valysar,CentralSouth,66920113,12357069,9221874,6430874,905467146
Valysar,CentralNorth,37360065,6259198,4466442,3114674,438546079
Valysar,NorthHorst,5881292,896530,463346,284611,55755230
Valysar,CentralRamp,13414277,2243962,1613534,1125198,158427928
Valysar,CentralHorst,84819368,14124966,10970364,7650184,1077145964
Valysar,EastLowland,41423,5230,174,121,17078
Therys,WestLowland,1636301,287815,118011,82295,11587094
Therys,CentralSouth,15184227,3640286,2307189,1608918,226535713
Therys,CentralNorth,18783748,3616207,2148590,1498319,210963332
Therys,NorthHorst,9120081,1112432,411745,252914,49545949
Therys,CentralRamp,6584414,1415740,1066038,743402,104670987
Therys,CentralHorst,29815217,7264209,5580426,3891510,547924657
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,133943,21151,3864,2695,379406
Volon,CentralSouth,32566388,6149594,4518575,3151028,443664822
Volon,CentralNorth,6084738,916956,513982,358426,50466320
Volon,NorthHorst,5704049,1010259,692999,425675,83389773
Volon,CentralRamp,12815422,2404213,1840947,1283785,180756913
Volon,CentralHorst,82363828,14547559,11567226,8066406,1135749993
Volon,EastLowland,0,0,0,0,0
