ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,5859482,959379,559069,389867,54893260
Valysar,CentralSouth,66166580,12031263,9043566,6306531,887959631
Valysar,CentralNorth,40625425,7030883,5048786,3520771,495724568
Valysar,NorthHorst,4870807,737667,357365,219512,43002365
Valysar,CentralRamp,13321536,2097588,1538563,1072917,151066726
Valysar,CentralHorst,85545367,13872943,10592423,7386627,1040037155
Valysar,EastLowland,7994376,1144319,663306,462557,65127980
Therys,WestLowland,3075900,531028,246892,172170,24241562
Therys,CentralSouth,17172684,3853269,2389648,1666421,234632111
Therys,CentralNorth,22825743,4166363,2499580,1743082,245425991
Therys,NorthHorst,6076160,856424,359413,220770,43248805
Therys,CentralRamp,6507789,1396894,1118089,779700,109781704
Therys,CentralHorst,30368726,7584104,5965685,4160171,585752127
Therys,EastLowland,183602,52452,20112,14025,1974776
Volon,WestLowland,545069,96889,57680,40223,5663389
Volon,CentralSouth,34806782,6286535,4460332,3110413,437946123
Volon,CentralNorth,8602101,1238232,688075,479829,67559925
Volon,NorthHorst,3882893,739410,562397,345453,67674203
Volon,CentralRamp,12637322,2246844,1732173,1207931,170076701
Volon,CentralHorst,83901260,13973519,10372782,7233460,1018471248
Volon,EastLowland,0,0,0,0,0
