ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,8350580,1313656,787715,549313,77343326,0,0,0,0,0
Valysar,CentralSouth,49490352,9052862,6646841,4635175,652632699,0,0,0,0,0
Valysar,CentralNorth,32278266,5575388,4004440,2792497,393183554,0,0,0,0,0
Valysar,NorthHorst,3008013,448289,242761,149116,29211855,27264558,2621763,1534173,356784487,54588
Valysar,CentralRamp,14048511,1959953,1237496,862968,121505920,0,0,0,0,0
Valysar,CentralHorst,83074915,13650297,10150470,7078431,996643119,0,0,0,0,0
Valysar,EastLowland,207088,19900,746,520,73254,0,0,0,0,0
Therys,WestLowland,4001885,723740,350004,244076,34365835,0,0,0,0,0
Therys,CentralSouth,3667656,907481,625915,436482,61456612,0,0,0,0,0
Therys,CentralNorth,13442953,2690951,1482862,1034074,145597577,0,0,0,0,0
Therys,NorthHorst,6132645,856835,327389,201099,39395238,19707925,3158108,2033055,472803569,72339
Therys,CentralRamp,6879546,1540390,1158203,807673,113720399,0,0,0,0,0
Therys,CentralHorst,24383425,6006281,4629165,3228149,454523360,0,0,0,0,0
Therys,EastLowland,0,0,0,0,0,0,0,0,0,0
Volon,WestLowland,693760,123044,79988,55780,7853821,0,0,0,0,0
Volon,CentralSouth,22876386,4264669,2911366,2030241,285857945,0,0,0,0,0
Volon,CentralNorth,2377462,334862,143840,100307,14123185,0,0,0,0,0
Volon,NorthHorst,3600316,649608,463528,284722,55777102,5243965,991815,870896,202534042,30988
Volon,CentralRamp,12886261,2422344,1856378,1294545,182271951,0,0,0,0,0
Volon,CentralHorst,75713624,13821270,10474368,7304301,1028445643,0,0,0,0,0
Volon,EastLowland,0,0,0,0,0,0,0,0,0,0
