ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,11731918,1950231,1061952,740552,104269752
Valysar,CentralSouth,77907122,14458693,10858016,7571838,1066114865
Valysar,CentralNorth,39355131,6764951,5091591,3550621,499927480
Valysar,NorthHorst,3381264,413452,181622,111561,21854862
Valysar,CentralRamp,13403951,2039137,1409815,983135,138425401
Valysar,CentralHorst,90289907,14944974,11614655,8099481,1140406893
Valysar,EastLowland,2731533,413504,213769,149072,20989303
Therys,WestLowland,2852672,464601,215812,150496,21189869
Therys,CentralSouth,18830513,4353268,2929688,2043018,287656997
Therys,CentralNorth,22267052,4425977,2705694,1886816,265663648
Therys,NorthHorst,4285088,639081,258754,158940,31136336
Therys,CentralRamp,6514106,1465371,1165898,813039,114475921
Therys,CentralHorst,31344418,7724699,5998002,4182708,588925235
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,462514,73805,41452,28907,4070088
Volon,CentralSouth,40284671,7458207,5463630,3810063,536456815
Volon,CentralNorth,8117823,1091355,590251,411612,57954926
Volon,NorthHorst,2348250,452331,334632,205548,40266810
Volon,CentralRamp,12743903,2243672,1725246,1203100,169396551
Volon,CentralHorst,87023384,15071768,11805057,8232257,1159101836
Volon,EastLowland,0,0,0,0,0
