ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,13367089,2279323,1389370,968877,136417890,0,0,0,0,0
Valysar,CentralSouth,61497442,11721164,8938737,6233429,877666826,0,0,0,0,0
Valysar,CentralNorth,37422685,6095782,4525036,3155534,444299198,0,0,0,0,0
Valysar,NorthHorst,3607216,523231,281272,172772,33845963,23767280,2852627,1860519,432678941,66200
Valysar,CentralRamp,13902599,2542198,1954888,1363241,191944354,0,0,0,0,0
Valysar,CentralHorst,85229211,14598423,11614302,8099235,1140372273,0,0,0,0,0
Valysar,EastLowland,3800503,589301,320518,223513,31470686,0,0,0,0,0
Therys,WestLowland,3272776,548151,249573,174040,24504776,0,0,0,0,0
Therys,CentralSouth,10903885,2625782,1663943,1160351,163377394,0,0,0,0,0
Therys,CentralNorth,24452091,4818030,2851411,1988432,279971235,0,0,0,0,0
Therys,NorthHorst,6162757,847858,313771,192734,37756568,19582402,2906573,1832948,426267068,65219
Therys,CentralRamp,7084434,1704006,1347504,939682,132307221,0,0,0,0,0
Therys,CentralHorst,32414679,7817408,6044215,4214934,593462673,0,0,0,0,0
Therys,EastLowland,339,0,0,0,0,0,0,0,0,0
Volon,WestLowland,355185,69709,42528,29657,4175740,0,0,0,0,0
Volon,CentralSouth,38669792,6981933,4873534,3398560,478517194,0,0,0,0,0
Volon,CentralNorth,8295977,1199587,665859,464337,65378663,0,0,0,0,0
Volon,NorthHorst,3770478,737492,586393,360192,70561627,4589042,921313,832767,193666847,29631
Volon,CentralRamp,13294947,2514325,2033343,1417952,199647659,0,0,0,0,0
Volon,CentralHorst,86410680,15636060,12617545,8798846,1238877583,0,0,0,0,0
Volon,EastLowland,140058,20404,5094,3552,500139,0,0,0,0,0
