ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,10608051,1501426,743817,518701,73033069
Valysar,CentralSouth,74882389,13377276,9850732,6869409,967212756
Valysar,CentralNorth,43663262,7464651,5496786,3833184,539712370
Valysar,NorthHorst,4190147,396398,122073,74983,14689233
Valysar,CentralRamp,14601928,2017091,1350693,941906,132620305
Valysar,CentralHorst,89893611,15950172,12284264,8566433,1206153766
Valysar,EastLowland,15624455,2269399,1026649,715934,100803470
Therys,WestLowland,4675851,720581,381907,266323,37498285
Therys,CentralSouth,19288950,4328386,2768596,1930681,271839833
Therys,CentralNorth,24315129,4288537,2477877,1727948,243295019
Therys,NorthHorst,5369384,903470,386226,237240,46475240
Therys,CentralRamp,6770561,1430711,1112873,776062,109269577
Therys,CentralHorst,30763623,7290956,5608598,3911156,550690786
Therys,EastLowland,1462922,464294,321155,223957,31533213
Volon,WestLowland,1125457,196003,126192,88000,12390354
Volon,CentralSouth,38201128,6690998,4386690,3059059,430715450
Volon,CentralNorth,9431637,1458137,889981,620628,87384456
Volon,NorthHorst,2089312,397070,269063,165272,32376819
Volon,CentralRamp,13534796,2481980,1896143,1322275,186176383
Volon,CentralHorst,84668041,14702550,11404679,7953054,1119789974
Volon,EastLowland,517279,77912,32928,22962,3233101
