ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL,BULK_GAS,PORV_GAS,HCPV_GAS,GIIP_GAS,ASSOCIATEDOIL_GAS
Valysar,WestLowland,3952852,723865,457929,319337,44962674,0,0,0,0,0
Valysar,CentralSouth,64145963,11312603,8437375,5883804,828439630,0,0,0,0,0
Valysar,CentralNorth,32955093,5429146,3760424,2622332,369224402,0,0,0,0,0
Valysar,NorthHorst,6135643,793626,449669,276210,54109446,24480814,3138463,2132751,495988538,75886
Valysar,CentralRamp,13236606,2237524,1658079,1156261,162801603,0,0,0,0,0
Valysar,CentralHorst,86388611,13318634,9711181,6772093,953510726,0,0,0,0,0
Valysar,EastLowland,4333282,670961,350991,244763,34462675,0,0,0,0,0
Therys,WestLowland,1500185,327040,163388,113938,16042522,0,0,0,0,0
Therys,CentralSouth,14230136,3251823,2139912,1492268,210111343,0,0,0,0,0
Therys,CentralNorth,18977925,3814655,2252297,1570639,221146011,0,0,0,0,0
Therys,NorthHorst,11970713,1694611,690274,424001,83061880,13696252,2516028,1672089,388857982,59495
Therys,CentralRamp,6631180,1409657,1071662,747324,105223160,0,0,0,0,0
Therys,CentralHorst,28224793,7150797,5598245,3903936,549674241,0,0,0,0,0
Therys,EastLowland,1832,409,230,160,22592,0,0,0,0,0
Volon,WestLowland,96786,14338,6380,4449,626440,0,0,0,0,0
Volon,CentralSouth,32946094,5781104,4155597,2897906,408025184,0,0,0,0,0
Volon,CentralNorth,5763584,862218,514814,359006,50547982,0,0,0,0,0
Volon,NorthHorst,6701886,1232199,970630,596210,116797600,1410130,289378,261842,60893417,9317
Volon,CentralRamp,11919930,2140968,1611678,1123904,158245677,0,0,0,0,0
Volon,CentralHorst,81350923,14673127,11705305,8162695,1149307496,0,0,0,0,0
Volon,EastLowland,363897,31987,3192,2226,313426,0,0,0,0,0
