ZONE,REGION,BULK_OIL,PORV_OIL,HCPV_OIL,STOIIP_OIL,ASSOCIATEDGAS_OIL
Valysar,WestLowland,12746865,2007747,1037525,723518,101871364
Valysar,CentralSouth,73183778,14741907,11609036,8095562,1139855185
Valysar,CentralNorth,41477112,6875757,4992911,3481807,490238396
Valysar,NorthHorst,4673702,525787,194336,119371,23384805
Valysar,CentralRamp,13730966,2032870,1495465,1042862,146835030
Valysar,CentralHorst,87695539,14332046,11008212,7676578,1080862183
Valysar,EastLowland,4806043,731675,477634,333078,46897381
Therys,WestLowland,1293504,289401,141672,98795,13910335
Therys,CentralSouth,18230471,4473619,2746867,1915528,269706310
Therys,CentralNorth,21124778,3829799,2073549,1445989,203595296
Therys,NorthHorst,6725599,800838,292635,179751,35213266
Therys,CentralRamp,6523825,1510841,1184144,825763,116267398
Therys,CentralHorst,29723718,7159145,5466948,3812377,536782688
Therys,EastLowland,0,0,0,0,0
Volon,WestLowland,11151,857,0,0,0
Volon,CentralSouth,39904124,7443345,5750504,4010114,564624132
Volon,CentralNorth,5656950,787460,444394,309898,43633645
Volon,NorthHorst,4958737,897132,670389,411787,80669089
Volon,CentralRamp,12883716,2381532,1840375,1283386,180700705
Volon,CentralHorst,82964354,14732975,11560849,8061959,1135123818
Volon,EastLowland,0,0,0,0,0
